Name,Style,Brewery,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Altbier,0,Uerige Obergärige Hausbrauerei GmbH / Zum Uerige,-0.7173048343646017,0.2884795400183493,0.51579093278884,1.6797145302599332,0.07209833611314073,-0.4648949737300464,0.7226707588066302,0.02127209005244611,-0.22768820383112315,-0.008068041259576799,-0.20220614704929418,0.8906702660239623,-0.26715245722080866,1.1444992808143712,0.4947267149159222,0.7613773390159652,0.6419015076825099,0.6878171176245077,0.7970898148082568,-0.12794549300856828
Gerst Amber,0,Yazoo Brewing Company,-0.5602325761512269,0.2884795400183493,0.51579093278884,-0.6259751575190917,-1.0457031749332841,-0.9265588777533298,-0.5958170410651864,-0.8248022493008083,-0.6190275773987054,1.3988516627513465,-0.9454336081653775,-0.5567512332951082,-0.6881542838757725,-0.2589005934545428,0.3866672900186157,1.4353182067077224,0.3843475163933492,0.5830199779428499,0.5683645954022881,-0.6365766647176251
Ad Astra Ale,0,Free State Brewing Co.,-0.3638922533845082,0.2884795400183493,0.51579093278884,-0.9141863684914698,-0.6217094983294678,-0.695726925741688,0.25732212355775375,-0.44552754545279766,-0.5631219526033365,-0.008068041259576799,-0.7905945537661935,0.2985432890297971,-0.5197535532137869,0.44279934367991425,-0.22852689355424238,0.3727970115476831,0.2520350301075448,-0.023555492601423613,0.27357280638167447,-0.528768970714075
Copperhead Ale,0,Fordham Brewing Company,-0.5209645115978829,0.2884795400183493,0.51579093278884,-0.722045561176551,-0.5446197389469557,-0.4648949737300464,-0.28558461756593545,-0.12460279604294257,-0.5631219526033365,-0.008068041259576799,-0.8525301755258671,-0.2935836879643681,-0.6881542838757725,0.9189528724497243,-0.8673849145466738,-0.5273948664763422,-0.8726377749217991,-0.7817748307817652,-0.5974060036481095,-0.41266837717179033
Ten Years Alt,0,Victory Brewing Company,0.7748816186624606,0.2884795400183493,0.51579093278884,-0.2416935428892542,0.34191249395193296,0.804680762333983,0.45121738824478563,1.363321042130022,-0.05997132944501647,-0.4770412759298846,-0.04736709265011017,0.5946067775268797,0.027548821437666033,0.9941350085712733,0.3893067639051597,0.6089128326943589,0.7149764648278074,0.5635013245052458,0.31275621617833943,0.04896969715110365
Three Blind Mice,0,Mother's Brewing Company,-0.4031603179378518,0.2884795400183493,0.51579093278884,-0.5299047538616323,0.45754713302570105,-0.6380189377387777,0.4124383353073793,-0.27047768213833123,-0.786744451784812,-0.008068041259576799,-1.1002726625645616,0.2985432890297971,-0.5618537358792833,0.8688314483686917,-0.2758505932821134,0.07765099550503855,-0.039057774633227405,-0.1168746450156073,-0.23561567146029472,-0.6255194653326456
Ishmael,0,Rising Tide Brewing Company,-0.6387687052579142,0.2884795400183493,0.51579093278884,0.04651766808312392,-0.19771582172565147,-0.9265588777533298,0.7226707588066302,-0.44552754545279766,-0.42335789061491425,-0.008068041259576799,-0.5738198776073359,1.2854215840200724,-0.4776533705482906,0.6934064640850774,-0.2190641411643061,0.3964090895060717,0.342008321018692,0.41504589553815185,0.34325021072651873,-0.5481190696377891
Headwall Alt,0,Tuckerman Brewing Co.,-0.7958409634712893,0.2884795400183493,0.51579093278884,0.23865847539804266,-0.15917094203439544,-0.23406302171840468,0.6838917058692239,0.10879702170967932,-0.3954050782172298,-0.4770412759298846,-0.41898082320815183,0.7590864933585922,-0.35135282255180145,1.4953492493815999,-0.12862439699306258,0.3334443746899038,0.10991964301834678,0.06285178323902206,0.16538283310649982,-0.4209612767105249
Alt-eration Ale,0,Hops & Grain,-0.5995006407045705,0.2884795400183493,0.51579093278884,0.4307992827129614,-0.12062606234313941,-0.8111429017475089,0.6838917058692239,-0.12460279604294257,-0.7308388269894431,-0.4770412759298846,-0.8834979864057039,0.6275027206932222,-0.3934530052172978,0.893892160409208,2.705482862904623,0.6089128326943589,0.7548282574816033,0.5830199779428499,1.6939365187811342,-0.6421052644101148
Schell's Schmaltz's Alt,0,August Schell Brewing Company,-0.5602325761512269,0.2884795400183493,0.51579093278884,0.4307992827129614,0.9971754487032854,-0.4648949737300464,0.45121738824478563,1.2757961104727888,-0.22768820383112315,-0.008068041259576799,0.3552144487877683,0.0682716868653995,-0.22505227455531226,2.522838443042769,0.5440161071692393,0.36099097256848933,0.17132225727960276,0.4605384679177239,0.7372003839091155,-0.5342975704065648
Frankenheim Alt,0,Privatbrauerei Frankenheim,-0.678036769811258,0.2884795400183493,0.51579093278884,0.23865847539804266,-0.12062606234313941,-0.695726925741688,0.10220591180812827,-0.44552754545279766,-0.5631219526033365,-0.008068041259576799,-1.0073692299250512,0.13406357319808454,-0.4355531878827942,0.5430421918419795,-0.055011298848536734,0.48101738271122657,0.08443654668952465,0.04643338178317399,0.23784040010208957,-0.2965677836295056
Iron Works Alt,0,Metropolitan Brewing,-0.4031603179378518,0.2884795400183493,0.51579093278884,1.9679257412323115,0.1491880954956528,-0.06093905770967342,0.9165660234936621,0.7506465205293895,-0.032018517047332024,-0.4770412759298846,0.2313432052684211,1.3841094135190999,0.027548821437666033,1.1444992808143712,0.42563928095788844,0.5359940551941377,0.8528972773555534,0.5830199779428499,0.5683645954022881,-0.550883369484034
Diebels Premium Altbier,0,Brauerei Diebels GmbH & Co KG,-0.6387687052579142,0.2884795400183493,0.51579093278884,0.4307992827129614,-0.7373441374032359,-0.695726925741688,0.02464780593331552,-0.7372773176435751,-0.5631219526033365,-0.4770412759298846,-0.7905945537661935,0.13406357319808454,-0.35135282255180145,-0.1335970332519612,0.22103831608234265,0.14405934495835387,-0.07875174280696834,-0.15186908220790565,0.28697161455757664,-0.6227551654864008
Mission Amber,0,Mission Brewery,-0.5995006407045705,0.2884795400183493,0.51579093278884,0.7190104936853395,-0.3904402201819316,-0.4648949737300464,0.8777869705562558,-0.09542781882386484,-0.3674522658195454,0.460905193410731,-0.6357554993670095,1.2854215840200724,-0.4776533705482906,1.4201671132600509,-0.10047862161102215,-0.047351206370424566,-0.552747559771058,-0.22391760566508562,-0.6234179707973956,-0.5978764668701969
Hövels Original,0,Hövels Hausbrauerei,-0.4031603179378518,0.2884795400183493,0.51579093278884,0.5268696863704208,-0.31335046079941953,-0.40718698572713596,0.4124383353073793,-0.12460279604294257,-0.6469803897963898,-0.008068041259576799,-0.7596267428863567,0.8906702660239623,-0.6881542838757725,1.044256432652306,-0.23762791081816198,0.08446388822129737,0.11361184669962476,-0.17071163771017134,0.005578633712865156,-0.572997768253993
Secret Spot Alt Ale,0,Evolution Craft Brewing Company,-0.08901580151110189,0.2884795400183493,0.51579093278884,-0.2416935428892542,0.2648227345694209,-0.06093905770967342,1.2655774999303195,0.254671907805068,-0.11587695424038535,-0.4770412759298846,-0.48091644496782543,1.51569318618447,-0.014551361227830352,0.6934064640850774,-0.02740613859988537,-0.3207941427776512,0.7548282574816033,0.5830199779428499,0.8497575762469997,-0.6338123648713803
Lighthouse Amber,0,Cheboygan Brewing Company,-0.5013304793212111,0.2884795400183493,0.51579093278884,-0.5299047538616323,0.8044510502470053,-0.695726925741688,-0.05291029994149723,0.808996474967545,-0.33949945342186094,-0.4770412759298846,-0.32607739056864143,0.4301270616951671,-0.6039539185447798,1.5705313855031489,0.7179272254467987,0.6089128326943589,0.7548282574816033,0.5830199779428499,0.5683645954022881,-0.6421052644101148
Série Signature Sticke Alt,0,Les Trois Mousquetaires,-0.20681999517113306,0.2884795400183493,0.51579093278884,0.04651766808312392,0.419002253334445,-0.17635503371549427,2.3126119292402914,1.3924960193490998,-0.283593828626492,-0.4770412759298846,0.10747196174907386,2.667051197006458,-0.309252639886305,1.3700456891790183,0.5522982515105257,1.1460776893732767,0.7177795165087777,0.41971195114406856,0.268212832882545,-0.5619405688690136
Crooked Coast Altbier,0,Driftwood Brewery,-0.5602325761512269,0.2884795400183493,0.51579093278884,0.334728879055502,-0.3904402201819316,-0.5803109497358673,1.537030870492164,-0.3288276365764867,0.1636511697364591,0.460905193410731,0.04553633998940025,1.9433404473469227,-0.4355531878827942,0.01676723899113674,0.6627169049494951,1.090982014397504,0.3843475163933492,0.6918933022781445,0.7559591655841461,-0.595112167023952
Gravel Road,0,Rahr & Sons Brewing Company,0.2840308117456638,0.2884795400183493,0.51579093278884,-1.1063271758063886,0.07209833611314073,-0.6380189377387777,0.6838917058692239,0.22549693058599027,-0.6190275773987054,-0.4770412759298846,-0.6976911211266831,0.3643351753624821,-0.3934530052172978,0.8437707363281753,-0.23067941630960911,-0.518003586414774,0.300149267724201,-0.3522939058047006,-0.2502323484572921,-0.5840549676389725
Little Red Cap,0,Grimm Brothers Brewhouse,-0.5209645115978829,0.2884795400183493,0.51579093278884,1.0072217046577177,-0.2748055811081635,0.05447691829614743,0.4124383353073793,-0.18295275048109805,-0.14382976663806982,1.3988516627513465,-0.44994863408798863,0.5946067775268797,-0.5197535532137869,0.6182243279635284,0.3866672900186157,0.1957089060783765,0.3843475163933492,-0.07021408895643512,0.5683645954022881,-0.6365766647176251
Festivale,0,Beau's All Natural Brewing Company,-0.7173048343646017,0.2884795400183493,0.51579093278884,1.1993625119726363,-0.6217094983294678,-0.4648949737300464,1.3819146587425386,0.5464216799958453,-0.3674522658195454,-0.4770412759298846,-0.5738198776073359,2.0749242200122926,-0.35135282255180145,1.6457135216246976,-0.049992720863955946,0.32718434772172583,0.14858886351173287,-0.1295990041290973,-0.14790885604676823,-0.5840549676389725
Moby D,0,Buzzards Bay Brewing,-0.5995006407045705,0.2884795400183493,0.51579093278884,0.9111513010002583,-0.35189534049067556,-0.17635503371549427,1.110461288180694,-0.03707786438570936,-0.00406570464964758,-0.4770412759298846,-0.17123833616945738,2.1736120495113203,-0.6460541012102761,0.5681029038824958,-0.18550625178146796,0.9469889980364004,-0.05349093447822362,-0.04052261122218436,0.36371535943739336,-0.6144622659476661
Über Alt,0,Rush River Brewing Company,0.7748816186624606,0.2884795400183493,0.51579093278884,1.4875737229450146,0.6888164111732372,0.6315567983252517,0.4124383353073793,2.238570358702354,0.44317929371330356,0.460905193410731,0.8197316119853204,0.46302300486150966,-0.1408519092243195,2.673202715285867,0.5854228537643983,0.2783511789327337,1.34759699864681,1.1056084072847738,0.9435559869098532,-0.6034050665626867
Füchschen Alt,0,Brauerei Im Füchschen,-0.7958409634712893,0.2884795400183493,0.51579093278884,1.583644126602474,0.30336761426067693,-0.23406302171840468,0.6063335999944112,-0.03707786438570936,-0.6469803897963898,-0.4770412759298846,-0.7596267428863567,0.8906702660239623,-0.1408519092243195,0.6182243279635284,0.9072180492470073,1.1992023855610485,1.3370116440831448,1.0029571436587568,1.5867392999423795,-0.5868192674852174
Sticke It To The Man,0,O'Fallon Brewery,0.3822009731290231,0.2884795400183493,0.51579093278884,0.1425880717405833,0.34191249395193296,1.901132534389281,0.5675545470570047,0.8381714521866227,-0.31154664102417645,-0.4770412759298846,0.014568529109563444,0.19985545953076955,-0.5197535532137869,0.5179814798014633,-0.546881630228412,-0.3301854228392195,-0.32293066513149893,-0.7234501155598799,-1.0347222118946457,-0.5536476693302789
Evan Altmighty,0,Blue Mountain Brewery,0.02878839214892929,0.2884795400183493,0.51579093278884,0.4307992827129614,-0.2748055811081635,-0.5803109497358673,0.14098496474553465,0.10879702170967932,0.023887107748036866,-0.4770412759298846,0.26231101614825786,0.7919824365249347,-0.5618537358792833,0.11701008715320203,0.7179272254467987,0.36099097256848933,0.5325402574046506,0.5830199779428499,0.7934789800780565,-0.6310480650251353
ALTerior Motive,0,COAST Brewing Company,-0.08901580151110189,0.2884795400183493,0.51579093278884,1.0072217046577177,0.5731817720994691,-0.3494789977242255,0.7614498117440366,0.07962204449060158,0.3593208565202502,-0.4770412759298846,0.04553633998940025,1.186733754521045,-0.1829520918898159,0.8688314483686917,1.0905939074701407,0.7638639952730273,1.3105482576739844,1.0729460180433534,1.6235882735699563,-0.6006407667164417
The Detroit Dwarf,0,Detroit Beer Co.,0.10732452125561685,0.2884795400183493,0.51579093278884,0.23865847539804266,0.419002253334445,-0.23406302171840468,0.2185430706203474,0.28384688502414573,-0.22768820383112315,-0.4770412759298846,-0.29510957968880464,0.4301270616951671,-0.26715245722080866,-0.1335970332519612,0.032562390093491836,0.43793104263995164,0.33324795093565884,-0.025164409717113152,0.1802358802074078,-0.5647048687152584
Olde School Barleywine,1,Dogfish Head Brewery,3.327305814629804,2.931950028131787,2.857498467972914,0.334728879055502,0.34191249395193296,3.747788150482414,0.7614498117440366,3.259694561370075,-0.08792414184270092,-0.4770412759298846,2.120379668938466,0.0682716868653995,-0.22505227455531226,-0.3340827295760918,0.5239636583429268,0.4409755230822979,0.5366236879660645,0.4491486673374671,-0.09715681802161596,1.7628356018229254
Brewer's Reserve Bourbon Barrel Barleywine,1,Central Waters Brewing Company,3.0524293627563983,2.931950028131787,2.857498467972914,-0.5299047538616323,0.7273612908644932,4.44028400651734,0.14098496474553465,2.4427951992358983,-0.22768820383112315,-0.4770412759298846,0.7577959902256468,-0.5896471764614507,0.3643502827616371,1.445227825300567,1.4517427045744147,0.7895189493588513,1.1854201195506673,1.18650499502617,0.7733537540880429,0.18994898930959223
Old Ruffian,1,Great Divide Brewing Company,1.442438716069304,2.931950028131787,2.857498467972914,-1.0102567721489293,0.34191249395193296,0.804680762333983,2.7391815115517617,1.1299212243774002,-0.17178257903575425,-0.008068041259576799,0.5719891249466259,2.601259310673773,-0.1829520918898159,1.0943778567333386,1.1920625978736383,1.3996744808774269,1.2697117291798472,1.1433817049765234,0.7301880708264648,1.9508079913675769
Old Horizontal,1,Victory Brewing Company,1.7565832324960542,2.931950028131787,2.857498467972914,-0.722045561176551,0.11064321580439676,1.6125925943747288,1.6145889763669767,0.7214715433103118,0.07979273254340576,-0.008068041259576799,0.4171500705474419,1.8446526178478952,-0.26715245722080866,1.044256432652306,0.8211171390323334,0.7967681845489321,0.9419747476263896,0.8653349592903633,0.48623611444102716,2.3101669713794104
Behemoth,1,Three Floyds Brewing Co. & Brewpub,1.5602429097293355,2.931950028131787,2.857498467972914,0.1425880717405833,0.9586305690120294,2.016548510395102,2.079937611615853,1.9468205865115766,1.0860939788600457,-0.4770412759298846,1.9345728036594454,2.1078201631786353,0.23804973476514796,0.7435278881661102,1.1300926006533392,0.9145310681087208,1.1722584470661113,1.1022965072536945,0.7032261209738482,0.5548365690139155
Olde GnarlyWine,1,Lagunitas Brewing Company,1.7173151679427108,2.931950028131787,2.857498467972914,-0.2416935428892542,0.11064321580439676,1.5548846063718185,0.4124383353073793,0.45889674833861216,-0.14382976663806982,-0.4770412759298846,0.13843977262891066,0.8906702660239623,-0.05665154389332674,0.34255649551784895,0.8220214768473778,0.9639567701434129,0.9385515124252058,0.8331958110597704,0.6052090667421709,1.0441176417992584
Old Numbskull,1,AleSmith Brewing Company,1.7565832324960542,2.931950028131787,2.857498467972914,-0.2416935428892542,0.45754713302570105,1.093220702348535,0.6063335999944112,1.7134207687589549,-0.11587695424038535,-0.4770412759298846,0.4790856923071155,0.8577743228576198,-0.22505227455531226,1.1695599928548877,1.068673156344619,0.8137781033721696,1.0599296519872237,1.0166809518940505,0.7985237934386419,0.3419854808530603
Flying Mouflan,1,Tröegs Brewing Company,1.0890261350892108,2.931950028131787,2.857498467972914,0.04651766808312392,1.0742652080857975,1.3817606423630873,1.1492403411181003,2.471970176454976,0.13569835733877464,-0.008068041259576799,1.2223131534231988,1.0222540386893324,-0.309252639886305,1.3700456891790183,0.9858159369302759,0.9403744428082402,1.0689300931103398,1.0452553982568735,0.7567763308005194,0.6267083650162824
XS Old Crustacean,1,Rogue Ales,1.952923555262773,2.931950028131787,2.857498467972914,-0.3377639465467136,0.18773297518690882,1.0355127143456246,2.0023795057410405,0.6339466116530785,0.21955679453182797,-0.4770412759298846,0.8197316119853204,1.4827972430181275,-0.1829520918898159,0.192192223274751,0.9059400509721216,0.668865296909996,0.8907929356086721,0.7084626009543429,-0.020838539328835975,1.2984332276537867
Doggie Claws,1,Hair of the Dog Brewing Company / Brewery and Tasting Room,1.952923555262773,2.931950028131787,2.857498467972914,-0.2416935428892542,0.34191249395193296,0.9778047263427142,1.1492403411181003,1.2757961104727888,0.07979273254340576,-0.008068041259576799,0.4481178814272787,1.3512134703527574,0.1538493694341552,0.5681029038824958,1.1098095953730822,0.5603003143608789,0.8056788603792072,1.0804183700069665,0.6174080152477505,0.6239440651700374
Helldorado,1,Firestone Walker Brewing Co.,2.463408394456242,2.931950028131787,2.857498467972914,-1.0102567721489293,-0.2748055811081635,2.2473804624067437,-0.440700829315561,1.2466211332537112,-0.283593828626492,1.8678248974216543,0.20037539438858426,0.23275140269711206,0.1117491867686588,1.4702885373410834,1.711705044175711,0.6089128326943589,0.7548282574816033,1.562872058143857,1.6939365187811342,-0.6421052644101148
Cockeyed Cooper,1,Uinta Brewing Company,1.7958512970493978,2.931950028131787,2.857498467972914,-0.43383435020417294,0.6117266517907252,2.824460342435848,0.0634268588707219,-0.18295275048109805,-0.3674522658195454,-0.4770412759298846,-0.20220614704929418,0.035375743699056994,0.1538493694341552,0.6934064640850774,0.6052984101389761,0.8237792712096468,0.40657631640104397,0.34785547869460787,0.14815032695957026,-0.23022458731962864
Solstice D'hiver,1,Brasserie Dieu Du Ciel,1.442438716069304,2.931950028131787,2.857498467972914,0.6229400900278802,0.30336761426067693,2.535920402421296,1.304356552867726,1.9468205865115766,-0.00406570464964758,-0.4770412759298846,0.4790856923071155,0.6932946070259073,0.1538493694341552,1.0943778567333386,0.5294512994579479,0.39091266186708024,0.4903811153100563,0.44110996087149795,0.15694779711269935,0.15677739115465372
Anniversary Barley Wine Ale,1,Uinta Brewing Company,1.520974845175992,2.931950028131787,2.857498467972914,-0.9141863684914698,0.03355345642188471,1.2663446663572664,1.0716822352432875,1.1299212243774002,-0.17178257903575425,-0.008068041259576799,0.2313432052684211,0.8577743228576198,-0.6881542838757725,0.8688314483686917,0.5044756753176527,0.4212260677046708,0.2656390557122536,0.22765114490386887,0.049174285449175105,0.14019159207718448
Barleywine Style Ale,1,Green Flash Brewing Co.,1.7173151679427108,2.931950028131787,2.857498467972914,-0.43383435020417294,-0.08208118265188338,1.0355127143456246,1.304356552867726,0.45889674833861216,0.1636511697364591,-0.008068041259576799,0.20037539438858426,1.318317527186415,-0.05665154389332674,0.5931636159230121,0.48727934394236827,0.8610964695957923,0.5159798013989177,0.2769925762544715,-0.034734850294871174,0.3198710820831013
Lower De Boom Barleywine,1,21st Amendment Brewery,1.952923555262773,2.931950028131787,2.857498467972914,-0.5299047538616323,0.5346368924082131,1.7280085703805497,1.1880193940555066,1.5091959282254106,1.1140467912577303,0.460905193410731,2.522961210376345,1.8775485610142377,-0.5197535532137869,0.6182243279635284,0.15005475404617388,0.07765099550503855,0.278496193636705,-0.5368118107315134,-0.5572073279765578,-0.6255194653326456
Killer Penguin Barleywine,1,Boulder Beer / Wilderness Pub,1.363902586962617,2.931950028131787,2.857498467972914,-0.8181159648340105,-0.46752997956444364,0.9200967383398038,-0.28558461756593545,0.3421968394623012,-0.14382976663806982,-0.4770412759298846,0.07650415086923705,-0.1948958584653406,-0.6039539185447798,-0.20877916937351015,-0.04353912770913039,0.24400656364949674,-0.14490909738987057,-0.35441430570625604,-0.39153889886211946,-0.006316299773793834
Great,1,Alpine Beer Company,2.9346251690963667,2.931950028131787,2.857498467972914,-0.8181159648340105,0.03355345642188471,1.093220702348535,-0.8672704116270311,0.6631215888721563,-0.535169140205652,-0.4770412759298846,-0.10930271440978377,-1.0172944376239035,-0.35135282255180145,0.01676723899113674,1.6532470577668017,0.33807307581845447,1.2124792378000342,1.562872058143857,0.9372505329950832,-0.31591788255321973
Griffin's BowBoston Beer Company (Samuel Adams),1,Boston Beer Company (Samuel Adams),1.952923555262773,2.931950028131787,2.857498467972914,-1.1063271758063886,0.7273612908644932,1.3817606423630873,0.9165660234936621,2.559495108112209,1.2538108532461525,-0.4770412759298846,2.430057777736834,0.9893580955229898,0.2801499174306443,0.7184671761255937,-0.16162378324177468,0.1957089060783765,-0.16498392667682066,-0.5094582600606218,-0.6348335212443029,-0.4043754776330557
Sisyphus,1,Real Ale Brewing Company,1.952923555262773,2.931950028131787,2.857498467972914,-0.5299047538616323,0.8429959299382613,1.1509286903514455,1.6921470822417897,1.480020951006333,0.9463299168716235,-0.4770412759298846,1.3771522078223828,1.8117566746815525,-0.5618537358792833,0.2924350714368163,0.47469414164598533,0.3965330504361343,0.5527484594916469,0.3945865841035548,0.17874337183700675,0.14572019176967424
Gratitude,1,East End Brewing Company,1.952923555262773,2.931950028131787,2.857498467972914,-0.6259751575190917,0.8815408096295173,0.804680762333983,1.1492403411181003,1.917645609292499,0.2754624193271969,-0.008068041259576799,0.6648925575861363,1.186733754521045,-0.35135282255180145,0.818710024287659,1.271751653601872,1.0092025096163844,1.2121391371599164,1.3077028988262323,0.9611419226407231,-0.11412399377734392
Barleywine Ale,1,The Duck-Rabbit Craft Brewery,1.7565832324960542,2.931950028131787,2.857498467972914,-0.2416935428892542,0.419002253334445,1.4971766183689081,1.9248213998662278,0.808996474967545,0.07979273254340576,-0.008068041259576799,0.6958603684659732,1.8117566746815525,-0.09875172655882312,0.4929207677609469,0.5827197780974557,0.7185389208048155,0.3767875015107316,0.20974336828611595,-0.05950643718459334,0.16783459053963323
The Vermonster,1,Rock Art Brewery,1.363902586962617,2.931950028131787,2.857498467972914,1.6797145302599332,-0.19771582172565147,0.6892647863281621,1.9248213998662278,-0.2413027049192535,-0.14382976663806982,-0.4770412759298846,-0.14027052528962058,2.403883651675718,-0.3934530052172978,0.192192223274751,0.5654161187177476,0.547547213876004,0.4467059690549364,0.4083926999135865,0.15602707927937473,-0.08648099531489518
Smuttynose Barleywine Style Ale (Big Beer Series),1,Smuttynose Brewing Company,1.9921916198161167,2.931950028131787,2.857498467972914,-0.5299047538616323,1.1128100877770535,1.4971766183689081,2.041158558678447,0.8965214066247782,0.3593208565202502,-0.4770412759298846,0.4790856923071155,2.1407161063449776,-0.05665154389332674,0.5430421918419795,0.7086393779529584,0.5278175922471876,0.5990199295876651,0.5921776754844091,0.22473198948241974,0.24247068638824482
John Barleycorn Barleywine Ale,1,Mad River Brewing Company,1.9136554907094294,2.931950028131787,2.857498467972914,-0.43383435020417294,0.9586305690120294,2.535920402421296,0.8002288646814429,1.1590962015964779,0.41522648131561907,-0.008068041259576799,0.6339247467062995,0.5946067775268797,-0.1829520918898159,0.34255649551784895,0.1830601029617983,0.004898325651101745,0.28759888723985616,0.02444158169514245,-0.16648304392636595,0.2231205874645307
Barrel Aged Behemoth,1,Three Floyds Brewing Co. & Brewpub,2.3456042007962106,2.931950028131787,2.857498467972914,-0.3377639465467136,0.45754713302570105,2.824460342435848,0.0634268588707219,0.808996474967545,0.07979273254340576,-0.4770412759298846,0.6958603684659732,0.035375743699056994,0.7011517440856082,0.4177386316393979,1.410560551766289,0.6089128326943589,1.4957875167781103,1.503487142971195,1.2164216348630463,-0.5536476693302789
